,Title,Date,Category,Tokens,Negative,Neutral,Positive,Compound,Month,Week
1335,Latvia invites Uzbek specialists for auto mechanic and truck driving roles; Germany looks for nurses and medical trainees,2024-07-23,SOCIETY,"['latvia', 'invites', 'uzbek', 'specialists', 'auto', 'mechanic', 'truck', 'driving', 'roles', 'germany', 'looks', 'nurses', 'medical', 'trainees']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1331,AVO Bank fined for misleading advertising,2024-07-23,SOCIETY,"['avo', 'bank', 'fined', 'misleading', 'advertising']",0.403,0.597,0.0,-0.4019,2024-07,2024-07-22/2024-07-28
1333,Watermelon prices collapse in Central Asia: Uzbekistan and neighboring markets hit by oversupply and low demand,2024-07-23,SOCIETY,"['watermelon', 'prices', 'collapse', 'central', 'asia', 'uzbekistan', 'neighboring', 'markets', 'hit', 'oversupply', 'low', 'demand']",0.43,0.57,0.0,-0.7003,2024-07,2024-07-22/2024-07-28
1332,Uzbekistan increases gas exports to China almost 24-fold,2024-07-23,SOCIETY,"['uzbekistan', 'increases', 'gas', 'exports', 'china', 'almost', 'fold']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1330,Uzbekistan supplies nearly 4 billion cubic meters of irrigation water to Kazakhstan since April,2024-07-23,SOCIETY,"['uzbekistan', 'supplies', 'nearly', 'billion', 'cubic', 'meters', 'irrigation', 'water', 'kazakhstan', 'since', 'april']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1329,Chinese company to invest $50 million in new mining complex in Tashkent region,2024-07-23,SOCIETY,"['chinese', 'company', 'invest', 'million', 'new', 'mining', 'complex', 'tashkent', 'region']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1328,Germany appoints new ambassador to Uzbekistan,2024-07-23,POLITICS,"['germany', 'appoints', 'new', 'ambassador', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1327,Gov’t to start transferring pensions and benefits to social cards from December 1,2024-07-23,SOCIETY,"['govt', 'start', 'transferring', 'pensions', 'benefits', 'social', 'cards', 'december']",0.0,0.729,0.271,0.3818,2024-07,2024-07-22/2024-07-28
1326,Uzbekistan plans to regulate educational activities,2024-07-23,POLITICS,"['uzbekistan', 'plans', 'regulate', 'educational', 'activities']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1325,"Uzbekistan, Hungary discuss prospects for implementation of joint projects in digital technologies field ",2024-07-23,POLITICS,"['uzbekistan', 'hungary', 'discuss', 'prospects', 'implementation', 'joint', 'projects', 'digital', 'technologies', 'field']",0.0,0.804,0.196,0.296,2024-07,2024-07-22/2024-07-28
1324,Presidential decree: Personnel training system in the field of tourism and hotel industry will be 3 years,2024-07-23,SOCIETY,"['presidential', 'decree', 'personnel', 'training', 'system', 'field', 'tourism', 'hotel', 'industry', 'years']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1334,New financial scam in Uzbekistan: “Uzbekiston investuz” promises to multiply investments by 10 times in one hour,2024-07-23,SOCIETY,"['new', 'financial', 'scam', 'uzbekistan', 'uzbekiston', 'investuz', 'promises', 'multiply', 'investments', 'times', 'one', 'hour']",0.227,0.613,0.16,-0.2732,2024-07,2024-07-22/2024-07-28
1320,Supreme Court rejects citizen's appeal on energy consumption norms,2024-07-24,SOCIETY,"['supreme', 'court', 'rejects', 'citizens', 'appeal', 'energy', 'consumption', 'norms']",0.23,0.36,0.41,0.3612,2024-07,2024-07-22/2024-07-28
1323,Uzbekistan to face Spain in opening match of Paris 2024 Olympics,2024-07-24,SPORT,"['uzbekistan', 'face', 'spain', 'opening', 'match', 'paris', 'olympics']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1322,Nodir Ganiev appointed as Uzbekistan's ambassador to France,2024-07-24,SOCIETY,"['nodir', 'ganiev', 'appointed', 'uzbekistans', 'ambassador', 'france']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1321,Tashkent court sentences 21-year-old man to 10 days for selling Notcoin,2024-07-24,SOCIETY,"['tashkent', 'court', 'sentences', 'yearold', 'man', 'days', 'selling', 'notcoin']",0.0,0.854,0.146,0.0516,2024-07,2024-07-22/2024-07-28
1319,Uzbekistan to strengthen penalties for urban planning violations,2024-07-24,SOCIETY,"['uzbekistan', 'strengthen', 'penalties', 'urban', 'planning', 'violations']",0.351,0.412,0.237,-0.2732,2024-07,2024-07-22/2024-07-28
1318,Legislative Chamber establishes liability for unlicensed psychological assistance ,2024-07-24,SOCIETY,"['legislative', 'chamber', 'establishes', 'liability', 'unlicensed', 'psychological', 'assistance']",0.231,0.769,0.0,-0.2023,2024-07,2024-07-22/2024-07-28
1317,President Mirziyoyev decrees development of new tourism brand for Uzbekistan,2024-07-24,TOURISM,"['president', 'mirziyoyev', 'decrees', 'development', 'new', 'tourism', 'brand', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1312,Individuals imposed fines worth 957 million UZS for illegal hunting in six months,2024-07-24,SOCIETY,"['individuals', 'imposed', 'fines', 'worth', 'million', 'uzs', 'illegal', 'hunting', 'six', 'months']",0.355,0.507,0.138,-0.4588,2024-07,2024-07-22/2024-07-28
1313,Paris-2024 Olympics: Uzbekistan narrowly defeated by Spain in historic debut,2024-07-24,SPORT,"['paris', 'olympics', 'uzbekistan', 'narrowly', 'defeated', 'spain', 'historic', 'debut']",0.307,0.693,0.0,-0.4767,2024-07,2024-07-22/2024-07-28
1314,Car production increased by almost 18% in H1 2024,2024-07-24,SOCIETY,"['car', 'production', 'increased', 'almost', 'h']",0.0,0.588,0.412,0.2732,2024-07,2024-07-22/2024-07-28
1316,Law enforcement's inaction: The growing threat of Telegram scams in Uzbekistan,2024-07-24,SOCIETY,"['law', 'enforcements', 'inaction', 'growing', 'threat', 'telegram', 'scams', 'uzbekistan']",0.617,0.268,0.114,-0.8176,2024-07,2024-07-22/2024-07-28
1315,Uzbekistan to create most favorable conditions for representatives of American private sector,2024-07-24,POLITICS,"['uzbekistan', 'create', 'favorable', 'conditions', 'representatives', 'american', 'private', 'sector']",0.0,0.536,0.464,0.6369,2024-07,2024-07-22/2024-07-28
1304,Inclusive infrastructure: Uzbekistan to adapt high-rises and public facilities for people with disabilities,2024-07-25,POLITICS,"['inclusive', 'infrastructure', 'uzbekistan', 'adapt', 'highrises', 'public', 'facilities', 'people', 'disabilities']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1310,Court sentences Tashkent resident to 10 days for aggressive Telegram comment against Israeli ambassador in Uzbekistan,2024-07-25,SOCIETY,"['court', 'sentences', 'tashkent', 'resident', 'days', 'aggressive', 'telegram', 'comment', 'israeli', 'ambassador', 'uzbekistan']",0.136,0.763,0.102,-0.1027,2024-07,2024-07-22/2024-07-28
1309,Ministry of Emergency Situations issues sunstroke prevention and first aid tips,2024-07-25,SOCIETY,"['ministry', 'emergency', 'situations', 'issues', 'sunstroke', 'prevention', 'first', 'aid', 'tips']",0.245,0.755,0.0,-0.3818,2024-07,2024-07-22/2024-07-28
1308,Tashkent court fines man for unauthorized Euro 2024 broadcasts on Telegram,2024-07-25,SOCIETY,"['tashkent', 'court', 'fines', 'man', 'unauthorized', 'euro', 'broadcasts', 'telegram']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1307,Central Bank lowers key rate to 13.5 percent amid declining inflation,2024-07-25,BUSINESS,"['central', 'bank', 'lowers', 'key', 'rate', 'percent', 'amid', 'declining', 'inflation']",0.158,0.842,0.0,-0.128,2024-07,2024-07-22/2024-07-28
1305,"World Bank offers up to $50,000 in grants to boost SME innovation in Uzbekistan",2024-07-25,BUSINESS,"['world', 'bank', 'offers', 'grants', 'boost', 'sme', 'innovation', 'uzbekistan']",0.0,0.41,0.59,0.7351,2024-07,2024-07-22/2024-07-28
1306,Hyundai begins production at a plant in Syrdarya region,2024-07-25,BUSINESS,"['hyundai', 'begins', 'production', 'plant', 'syrdarya', 'region']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1303,"Proposed Creative Economy bill faces criticism, calls for delay",2024-07-25,BUSINESS,"['proposed', 'creative', 'economy', 'bill', 'faces', 'criticism', 'calls', 'delay']",0.397,0.382,0.221,-0.3182,2024-07,2024-07-22/2024-07-28
1302,“Zangiota-2” covid center to be transformed into children’s multidisciplinary hospital ,2024-07-25,POLITICS,"['zangiota', 'covid', 'center', 'transformed', 'childrens', 'multidisciplinary', 'hospital']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1301,Central Bank expects 6.2% economic growth by year end,2024-07-25,BUSINESS,"['central', 'bank', 'expects', 'economic', 'growth', 'year', 'end']",0.0,0.698,0.302,0.3818,2024-07,2024-07-22/2024-07-28
1300,Uzbekistan records 11.6% decrease in divorce rates over six months,2024-07-25,SOCIETY,"['uzbekistan', 'records', 'decrease', 'divorce', 'rates', 'six', 'months']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1299,Central Asian banks refuse to accept payments from Russian companies,2024-07-25,POLITICS,"['central', 'asian', 'banks', 'refuse', 'accept', 'payments', 'russian', 'companies']",0.204,0.556,0.241,0.1027,2024-07,2024-07-22/2024-07-28
1298,Uzbekistan sees 25% surge in remittances amid diversified labor migration,2024-07-25,SOCIETY,"['uzbekistan', 'sees', 'surge', 'remittances', 'amid', 'diversified', 'labor', 'migration']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1311,Alpinists conquer Uzbekistan's tallest mountain,2024-07-25,SOCIETY,"['alpinists', 'conquer', 'uzbekistans', 'tallest', 'mountain']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1296,Average monthly salary in Uzbekistan reaches 5 million UZS ,2024-07-26,SOCIETY,"['average', 'monthly', 'salary', 'uzbekistan', 'reaches', 'million', 'uzs']",0.0,0.833,0.167,0.0516,2024-07,2024-07-22/2024-07-28
1295,Uzbekistan set to hold parliamentary elections on October 27,2024-07-26,SOCIETY,"['uzbekistan', 'set', 'hold', 'parliamentary', 'elections', 'october']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1294,ADM Jizzakh CEO proposes reinstating import duties on electric vehicles,2024-07-26,SOCIETY,"['adm', 'jizzakh', 'ceo', 'proposes', 'reinstating', 'import', 'duties', 'electric', 'vehicles']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1297,Uzbekistan eases rules on exporting jewelry products,2024-07-26,SOCIETY,"['uzbekistan', 'eases', 'rules', 'exporting', 'jewelry', 'products']",0.0,0.685,0.315,0.3182,2024-07,2024-07-22/2024-07-28
1292,Elections of MPs to be held on a mixed system basis for the first time in Uzbekistan,2024-07-26,POLITICS,"['elections', 'mps', 'held', 'mixed', 'system', 'basis', 'first', 'time', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1293,"Chinese Da Fu launches metal structures plant near Yangiyul, aiming to boost production to 900 tons annually",2024-07-26,SOCIETY,"['chinese', 'da', 'fu', 'launches', 'metal', 'structures', 'plant', 'near', 'yangiyul', 'aiming', 'boost', 'production', 'tons', 'annually']",0.242,0.619,0.139,-0.4588,2024-07,2024-07-22/2024-07-28
1291,Moscow authorities recover nearly 1 million rubles in unpaid wages for labor migrants from Uzbekistan,2024-07-26,SOCIETY,"['moscow', 'authorities', 'recover', 'nearly', 'million', 'rubles', 'unpaid', 'wages', 'labor', 'migrants', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1290,Uzbekistan’s deputy FM meets with Ambassador of the Republic of Korea,2024-07-26,POLITICS,"['uzbekistans', 'deputy', 'fm', 'meets', 'ambassador', 'republic', 'korea']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1289,Tashkent hosts Uzbek-Azerbaijani inter-MFA political consultations ,2024-07-26,POLITICS,"['tashkent', 'hosts', 'uzbekazerbaijani', 'intermfa', 'political', 'consultations']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1287,Large Polish pharmaceutical companies eye to cooperate with Uzbekistan,2024-07-26,POLITICS,"['large', 'polish', 'pharmaceutical', 'companies', 'eye', 'cooperate', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1288,Safety Perceptions Index: Uzbekistan recognized as safest among 121 countries in the world,2024-07-26,SOCIETY,"['safety', 'perceptions', 'index', 'uzbekistan', 'recognized', 'safest', 'among', 'countries', 'world']",0.0,0.56,0.44,0.6705,2024-07,2024-07-22/2024-07-28
1282,"Chevrolet Lacetti production ends at Asaka plant, last car rolls off line",2024-07-27,SOCIETY,"['chevrolet', 'lacetti', 'production', 'ends', 'asaka', 'plant', 'last', 'car', 'rolls', 'line']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1276,"Trade turnover volume between Uzbekistan and Japan increased 3-fold since year beginning, investments in the republican economy – 40-fold and number of joint ventures – 8-fold",2024-07-27,SPORT,"['trade', 'turnover', 'volume', 'uzbekistan', 'japan', 'increased', 'fold', 'since', 'year', 'beginning', 'investments', 'republican', 'economy', 'fold', 'number', 'joint', 'ventures', 'fold']",0.0,0.825,0.175,0.34,2024-07,2024-07-22/2024-07-28
1277,Uzbekistan presents its national strategy for combating illicit drug trafficking and drug abuse for 2024-2028 at an international forum in Vienna,2024-07-27,BUSINESS,"['uzbekistan', 'presents', 'national', 'strategy', 'combating', 'illicit', 'drug', 'trafficking', 'drug', 'abuse', 'international', 'forum', 'vienna']",0.259,0.741,0.0,-0.6369,2024-07,2024-07-22/2024-07-28
1279,Applicant fakes illness to sneak phone into exam with paramedic's aid,2024-07-27,POLITICS,"['applicant', 'fakes', 'illness', 'sneak', 'phone', 'exam', 'paramedics', 'aid']",0.478,0.522,0.0,-0.6705,2024-07,2024-07-22/2024-07-28
1280,SSS arrests scammers offering illegal migration to the U.S. via Mexico,2024-07-27,SOCIETY,"['sss', 'arrests', 'scammers', 'offering', 'illegal', 'migration', 'us', 'via', 'mexico']",0.481,0.519,0.0,-0.7579,2024-07,2024-07-22/2024-07-28
1278,Uzbekistan's power consumption hits new peaks due to extreme heat,2024-07-27,POLITICS,"['uzbekistans', 'power', 'consumption', 'hits', 'new', 'peaks', 'due', 'extreme', 'heat']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1283,Lake Sarykamysh's area shrinks by 4% in six years: Environmental impact on Turkmenistan and Uzbekistan,2024-07-27,BUSINESS,"['lake', 'sarykamyshs', 'area', 'shrinks', 'six', 'years', 'environmental', 'impact', 'turkmenistan', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1284,Cabinet of Ministers implements stringent measures for medical licensing and accreditation,2024-07-27,SOCIETY,"['cabinet', 'ministers', 'implements', 'stringent', 'measures', 'medical', 'licensing', 'accreditation']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1285,"Over 5,000 citizens of Uzbekistan relocated abroad for permanent residency in H1 2024",2024-07-27,SOCIETY,"['citizens', 'uzbekistan', 'relocated', 'abroad', 'permanent', 'residency', 'h']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1286,Paris 2024: Uzbekistan's Olympic football team to face Egypt in Group C showdown today,2024-07-27,SOCIETY,"['paris', 'uzbekistans', 'olympic', 'football', 'team', 'face', 'egypt', 'group', 'c', 'showdown', 'today']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1281,"Admission quotas for education forms, languages, universities, and fields approved",2024-07-27,SOCIETY,"['admission', 'quotas', 'education', 'forms', 'languages', 'universities', 'fields', 'approved']",0.0,0.714,0.286,0.4215,2024-07,2024-07-22/2024-07-28
1263,Population growth in Uzbekistan slows as marriage and divorce trends shift,2024-07-29,SOCIETY,"['population', 'growth', 'uzbekistan', 'slows', 'marriage', 'divorce', 'trends', 'shift']",0.0,0.729,0.271,0.3818,2024-07,2024-07-29/2024-08-04
1264,Foreign tech giants paid 48 billion UZS in taxes in Uzbekistan over six months,2024-07-29,SOCIETY,"['foreign', 'tech', 'giants', 'paid', 'billion', 'uzs', 'taxes', 'uzbekistan', 'six', 'months']",0.0,1.0,0.0,0.0,2024-07,2024-07-29/2024-08-04
1269,Samarkand resident arrested for defrauding 49 people with fake job promises abroad,2024-07-29,SOCIETY,"['samarkand', 'resident', 'arrested', 'defrauding', 'people', 'fake', 'job', 'promises', 'abroad']",0.419,0.405,0.176,-0.5574,2024-07,2024-07-29/2024-08-04
1268,Competition Committee fines OFB for non-compliance with advertising laws,2024-07-29,POLITICS,"['competition', 'committee', 'fines', 'ofb', 'noncompliance', 'advertising', 'laws']",0.0,1.0,0.0,0.0,2024-07,2024-07-29/2024-08-04
1267,"El-Yurt Umidi scholars share perspectives on accountability, investments in education, and future plans for Uzbekistan",2024-07-29,POLITICS,"['elyurt', 'umidi', 'scholars', 'share', 'perspectives', 'accountability', 'investments', 'education', 'future', 'plans', 'uzbekistan']",0.0,0.82,0.18,0.296,2024-07,2024-07-29/2024-08-04
1266,"Government allocates 2,000 additional grants for women in exact sciences, engineering, and medicine",2024-07-29,POLITICS,"['government', 'allocates', 'additional', 'grants', 'women', 'exact', 'sciences', 'engineering', 'medicine']",0.0,0.808,0.192,0.2263,2024-07,2024-07-29/2024-08-04
1265,Uzbekistan and South Korea plan strategic partnership expansion in trade and economic sectors,2024-07-29,SOCIETY,"['uzbekistan', 'south', 'korea', 'plan', 'strategic', 'partnership', 'expansion', 'trade', 'economic', 'sectors']",0.0,1.0,0.0,0.0,2024-07,2024-07-29/2024-08-04
1261,Uzbekistan attracts $5.32 billion in foreign direct investment despite second quarter stagnation,2024-07-29,SOCIETY,"['uzbekistan', 'attracts', 'billion', 'foreign', 'direct', 'investment', 'despite', 'second', 'quarter', 'stagnation']",0.0,0.769,0.231,0.4019,2024-07,2024-07-29/2024-08-04
1262,Discovering Papua New Guinea: Uzbeks experience life with local tribes and conquer Oceania’s highest volcano,2024-07-29,SOCIETY,"['discovering', 'papua', 'new', 'guinea', 'uzbeks', 'experience', 'life', 'local', 'tribes', 'conquer', 'oceanias', 'highest', 'volcano']",0.0,1.0,0.0,0.0,2024-07,2024-07-29/2024-08-04
1274,Minimum passing score for university admission remains unchanged,2024-07-29,SOCIETY,"['minimum', 'passing', 'score', 'university', 'admission', 'remains', 'unchanged']",0.0,1.0,0.0,0.0,2024-07,2024-07-29/2024-08-04
1259,Gov't to change procedure for issuing licenses to private medical clinics,2024-07-29,SOCIETY,"['govt', 'change', 'procedure', 'issuing', 'licenses', 'private', 'medical', 'clinics']",0.0,1.0,0.0,0.0,2024-07,2024-07-29/2024-08-04
1258,Tuition fee amounts at universities for 2024/2025 academic year announced,2024-07-29,SOCIETY,"['tuition', 'fee', 'amounts', 'universities', 'academic', 'year', 'announced']",0.0,1.0,0.0,0.0,2024-07,2024-07-29/2024-08-04
1271,Three districts in Tashkent to face power cuts due to modernization works,2024-07-29,SOCIETY,"['three', 'districts', 'tashkent', 'face', 'power', 'cuts', 'due', 'modernization', 'works']",0.216,0.784,0.0,-0.296,2024-07,2024-07-29/2024-08-04
1270,"Driver who caused 14-year-old boy's death remains free, mother demands justice",2024-07-29,SOCIETY,"['driver', 'caused', 'yearold', 'boys', 'death', 'remains', 'free', 'mother', 'demands', 'justice']",0.222,0.398,0.381,0.4215,2024-07,2024-07-29/2024-08-04
