Title,Date,Category
Car dealaership in Tashkent under investigation for fradulent activities,2024-07-12,SOCIETY
New billing system for calculating electricity to be introduced from August 1,2024-07-11,SOCIETY
Japanese Sojitz opens its representative office  in Tashkent,2024-07-11,SOCIETY
Uzbek-Japanese inter-MFA political consultations held in Tokyo,2024-07-11,POLITICS
Uzbekistan and Kyrgyzstan plan to increase bilateral trade to $2 billion,2024-07-11,POLITICS
President launches construction of 500 MW solar power plant in Fergana region,2024-07-11,POLITICS
Termez Airport's 550 billion UZS airfield upgrade reaches completion,2024-07-11,SOCIETY
Ex-Wagner recruit from Uzbekistan sentenced to corrective labor,2024-07-11,SOCIETY
Children's enrollment in state kindergartens to be conducted online,2024-07-11,POLITICS
Shangfeng cement plant faces anti-dumping charges amid local producers' complaints,2024-07-11,BUSINESS
Tatarstan seeks to alleviate labor shortages by attracting skilled workers from Uzbekistan,2024-07-11,POLITICS
UVT Aero to launch Kazan-Tashkent flights starting August 4,2024-07-11,BUSINESS
Shavkat Mirziyoyev arrives in Fergana,2024-07-11,POLITICS
Uzbek-Saudi cooperation in education field to be intensified ,2024-07-11,POLITICS
"Uzbekistan, Great Britain discuss prospects for expanding cooperation in energy sector ",2024-07-11,POLITICS
CERR: Real estate sales decreased by 5.7% in the first half of the year,2024-07-10,SOCIETY
Uzbekistan and Iran discuss expanding transport and logistics cooperation,2024-07-10,SOCIETY
Uzbekistan’s airports served about 6.3 million passengers in H1 2024,2024-07-10,SOCIETY
Uzbekistan to strengthen control over budget funds,2024-07-10,SOCIETY
BYD's Jizzakh plant to manufacture budget EVs,2024-07-10,SOCIETY
"Uzbekistan and the Netherlands discuss cooperation in political, economic, and cultural areas",2024-07-10,POLITICS
Massive $30 million bank robbery plot uncovered and stopped in Tashkent,2024-07-10,SOCIETY
Uzbekistan introduces double rate for businesses who exceed electricity consumption limit,2024-07-10,SOCIETY
China-Kyrgyzstan-Uzbekistan railway project agreement ratified,2024-07-10,BUSINESS
Fergana waste management companies found charging residents 40 billion UZS unjustly,2024-07-10,BUSINESS
Samarkand Airport sees nearly 50% surge in passenger traffic in H1 2024,2024-07-10,TOURISM
Uzbekistan to increase coal production to 8 million tons per year,2024-07-10,BUSINESS
Senate approves new edition of law on electric power industry to enhance market transparency and investment,2024-07-10,POLITICS
Health Ministry partners with Japan and Türkiye for $300 million medical center in Samarkand,2024-07-10,POLITICS
Ipoteka Bank faces legal action for misleading interest rate advertisements,2024-07-10,POLITICS
Railway repairs shift train departures to Toshkent-South station for one month,2024-07-10,SOCIETY
Shavkat Mirziyoyev receives JBIC Chairman ,2024-07-09,POLITICS
UNODC Regional Representative for Central Asia completes her mission,2024-07-09,POLITICS
June 2024 broke records for hottest days in Tashkent,2024-07-09,SOCIETY
Tax revenues increased by 12.5% in H1 2024 ,2024-07-09,SOCIETY
Major petrochemical project in Bukhara region nearing completion,2024-07-09,SOCIETY
Uzbekistan and ILO plan new collaborative program for 2026-2030,2024-07-09,POLITICS
Governors can no longer serve simultaneously as local council chairs,2024-07-09,SOCIETY
Uzbekistan not planning to increase 200 kWh social norm for electricity consumption despite thousands of complaints,2024-07-09,POLITICS
Guangzhou manufacturing firms eye closer economic links with Uzbekistan,2024-07-09,BUSINESS
FM Bakhtiyor Saidov to visit Kuala Lumpur for bilateral talks,2024-07-09,POLITICS
Uzbekistan and Hungary strengthen tourism ties with direct flight resumption,2024-07-09,TOURISM
Citizen of Kyrgyzstan caught smuggling 1.8 million rubles from Russia to Uzbekistan,2024-07-09,SOCIETY
University entrance exams 2024: Online issuance of admit cards for applicants begins,2024-07-09,SOCIETY
"Prosecutor General’s Office reports significant quality issues in construction, initiates criminal cases",2024-07-09,POLITICS
Foreign currency reserves of Uzbekistan hit new low amid gold value surge,2024-07-09,BUSINESS
Senate to convene for 54th plenary session on July 10,2024-07-09,POLITICS
"President Mirziyoyev receives Chinese delegation, discusses strengthening bilateral cooperation",2024-07-08,POLITICS
Uzbekistan's ambassador to Sweden concludes his mission,2024-07-08,POLITICS
NMMC receives its initial international credit rating from S&P Global Ratings,2024-07-08,SOCIETY
Tax revenues increased by 11% in H1 2024,2024-07-08,SOCIETY
Natural gas and electricity worth 550 billion UZS stolen in H1 2024,2024-07-08,SOCIETY
Economist Behzod Khoshimov names reasons for low investment inflows to Uzbekistan,2024-07-08,SOCIETY
"Yandex plans to open an office in Tashkent, launch IT internships and programming schools",2024-07-08,SOCIETY
“UN should be reformed” — Interview with Sodiq Safoyev,2024-07-08,SOCIETY
Uzbekistan to launch eco-sticker program for vehicles in 2025,2024-07-08,SOCIETY
Afghanistan extends contract with Uzbekistan for key railway reconstruction,2024-07-08,SOCIETY
$350 million Textile Industry Park being built in Tashkent region,2024-07-08,SOCIETY
Chinese pharmaceutical company interested in implementing an investment project in Uzbekistan,2024-07-08,BUSINESS
Uzbekistan’s military participates in international exercises in Kazakhstan,2024-07-08,SOCIETY
Tashkent resident arrested for stealing money via fake Telegram links,2024-07-08,SOCIETY
"Islamic Development Bank to boost investment in Uzbekistan’s infrastructure, education, and agricultural projects",2024-07-08,SOCIETY
Deputy proposes severe penalties to curb dangerous driving behaviors,2024-07-08,SOCIETY
"Competition Committee probes ""Maxam-Chirchiq"" JSC for unjustified price hikes on fertilizers",2024-07-08,SOCIETY
Number of pensioners in Uzbekistan exceeds 4 million,2024-07-08,BUSINESS
Mirziyoyev calls for immediate start of the Gaza peace process,2024-07-06,POLITICS
Mirziyoyev proposes to create Turkic Ecological Council headquartered in Nukus,2024-07-06,POLITICS
NAPP may create a platform for trading foreign shares,2024-07-06,SOCIETY
Shavkat Mirziyoyev: Today our countries are decisively aimed at accessing the main world markets and reviving the Great Silk Road in new historical conditions,2024-07-06,POLITICS
Uzbekistan to examine Afghan soda banned in Kyrgyzstan ,2024-07-06,SOCIETY
State funding for political parties to be increased,2024-07-06,SOCIETY
Shavkat Mirziyoyev and Viktor Orban discuss strengthening Uzbekistan-Hungary relations,2024-07-06,POLITICS
Shavkat Mirziyoyev congratulates Masoud Pezeshkian on his victory in presidential elections in Iran,2024-07-06,SOCIETY
"Over 2,000 private kindergartens opened in Uzbekistan in 7 years",2024-07-06,SOCIETY
President Mirziyoyev gets acquainted with creative work in Shusha,2024-07-06,SOCIETY
President Mirziyoyev arrives in Azerbaijan to participate in an informal OTS summit ,2024-07-05,POLITICS
"Uzbekistan, Netherlands intend to bolster inter-parliamentary relations",2024-07-05,POLITICS
"State admission exams 2024: Around 90,000 applications rejected for not meeting set requirements",2024-07-05,SOCIETY
Uzbekistan pursues transit agreement with Afghanistan and Pakistan amid growing trade,2024-07-05,SOCIETY
People in Uzbekistan massively complaining about overcharging for electricity consumption,2024-07-05,SOCIETY
Police use stun gun on a driver in Fergana; man hospitalized in intensive care,2024-07-05,SOCIETY
Uzbekistan prohibits activities of foreign political parties and tightens regulations on deputies and senators,2024-07-05,SOCIETY
Asklepiy pushes for stricter penalties and blacklists to combat illegal drug trade in Uzbekistan,2024-07-05,SOCIETY
Uzbekistan and India discuss strategic partnership expansion at Astana SCO Summit,2024-07-05,POLITICS
Central Bank reports decline in inflation expectations among population and businesses,2024-07-05,SOCIETY
"Uzbekistan, Poland expanding cooperation in pharmaceutical field",2024-07-05,SOCIETY
Prosecutor General’s Office exposes 3.7 billion UZS embezzlement in wage and pension distribution,2024-07-05,SOCIETY
Uzbekistan sees sharp rise in outbound tourism with 2.2 million travelers,2024-07-05,SOCIETY
Samarkand and Chelyabinsk aiming to strengthen interregional cooperation,2024-07-05,SOCIETY
"Uzbekistan, India discuss prospects for development of bilateral relations",2024-07-05,SOCIETY
Shavkat Mirziyoyev to visit Azerbaijan today,2024-07-05,SOCIETY
Lukoil under investigation for artificial price inflation,2024-07-04,BUSINESS
President Mirziyoyev highlights key initiatives at SCO summit in Astana,2024-07-04,POLITICS
Central Bank announces contest for design of commemorative coins and souvenir collections,2024-07-04,SOCIETY
Uzbekneftegaz's profits plunge despite revenue growth,2024-07-04,BUSINESS
Uzbekistan shifting to electronic prescriptions to improve healthcare efficiency and accountability,2024-07-04,POLITICS
Mirziyoyev sends condolences to the President and Prime Minister of India over Uttar Pradesh tragedy,2024-07-04,POLITICS
Former Foreign Minister's son acquires major oil assets in Uzbekistan,2024-07-04,BUSINESS
Uzbekistan Olympic football team to face Spain in opening match,2024-07-04,SPORT
Student from Navoi secures maximum admission points ahead of university entrance exams,2024-07-04,SOCIETY
Uzbekistan sends humanitarian aid to flood-affected areas of Kyrgyzstan,2024-07-04,POLITICS
"Andijan regional prosecutor becomes chairman of ""Hududgaztaminot"" JSC",2024-07-04,POLITICS
Uzbekistan seeks private sector involvement in elevator certification amid import halt,2024-07-04,POLITICS
Preschool Education Agency dissolved; responsibilities transferred to new ministry,2024-07-04,POLITICS
"New law mandates licensing for Umrah event organization, imposes heavy fines for violations",2024-07-04,POLITICS
"""Initiative Budget"" 2024: Over 2 trillion UZS allocated for second season starting July 6",2024-07-04,BUSINESS
Assistance in identifying violations related to construction work on roads to be rewarded,2024-07-04,POLITICS
Uzbekistan and Pakistan aiming to adopt Industrial Cooperation Program,2024-07-04,POLITICS
Shavkat Mirziyoyev and Xi Jinping agree on expanding economic and cultural cooperation,2024-07-03,POLITICS
Chinese company to invest $40 million in special equipment manufacturing in Fergana,2024-07-03,BUSINESS
"Uzbekistan, Brazil discuss proposals to increase and diversify foreign trade",2024-07-03,POLITICS
Uzbekistan significantly reduced gold sales in April and May — WGC,2024-07-03,SOCIETY
Male corpse found in a canal in Fergana,2024-07-03,SOCIETY
Fire breaks out in three neighboring houses in Tashkent,2024-07-03,SOCIETY
Uzbekistan Olympic team’s uniform presented in Tashkent,2024-07-03,SPORT
Residents of Tashkent face problems with hot water due to water supply accident,2024-07-03,SOCIETY
"“Doc-1 Max” case: Appeals denied, original verdict stands",2024-07-03,SOCIETY
Shavkat Mirziyoyev arrives in Astana to participate in SCO Plus summit,2024-07-03,SOCIETY
Over 250 Afghan entrepreneurs arrive in Uzbekistan to participate in a joint business forum,2024-07-03,POLITICS
Japan to allocate 3 billion yen for Uzbekistan's healthcare and development programs,2024-07-03,SOCIETY
Law enforcement uncovers 310-meter tunnel used for illegal drug transport between Uzbekistan and Kazakhstan,2024-07-03,SOCIETY
MP Alisher Kodirov urges people to be grateful for new increased electricity tariffs,2024-07-03,SOCIETY
Navoi authorities destroy 1.2 billion UZS of counterfeit money and illegal goods,2024-07-03,SOCIETY
Major water pipeline burst in Tashkent’s Yunusabad leads to widespread flooding and water outages,2024-07-03,SOCIETY
Streets flooded due to a pipe rupture in caital’s Yunusabad district,2024-07-03,SOCIETY
Parents of 16-year-old boy and a 17-year-old girl who got married in Bukhara held administratively liable,2024-07-03,SOCIETY
Elderly man beats his 4-year-old grandson during a walk in Tashkent,2024-07-03,SOCIETY
District and city governors from Uzbekistan studying Germany’s experience ,2024-07-03,POLITICS
Fines for violating silence at night may increase to 5 million soums,2024-07-03,POLITICS
Taxi driver carelessly runs over his acquaintance in Jizzakh ,2024-07-03,SOCIETY
Female resident of Tashkent deceived by scammers who promised her an inheritance from Africa,2024-07-03,SOCIETY
Uzbekistan sets generous rewards for medalists at Paris 2024 Olympics,2024-07-02,SPORT
"AI enhances fundraising for vulnerable groups: The ""Orzu"" project's success",2024-07-02,SOCIETY
Defense Ministries of Uzbekistan and Russia disscuss budget expenditure for maintaining armies,2024-07-02,POLITICS
Uzbekistan introduces online driver's license application process,2024-07-02,SOCIETY
Qanot Sharq resumes weekly direct flights between Tashkent and Budapest,2024-07-02,SOCIETY
"Organized crime group defrauds Tashkent woman of $90,000 through inheritance scam",2024-07-02,SOCIETY
Resident of Margilan detained for storing 37 kg of drugs in his house,2024-07-02,SOCIETY
Korean Western Power plans to build a biofuel plant in Uzbekistan,2024-07-02,SOCIETY
Shavkat Mirziyoyev to visit Kazakhstan,2024-07-02,SOCIETY
